"","thresholds","double_cross_error","N"
"1",0,0.388888888888889,30
"2",0,0.277777777777778,30
"3",0,0.388888888888889,30
"4",0,0.286111111111111,30
"5",0,0.316666666666667,30
"6",0.23707012606427,0.291666666666667,30
"7",0,0.325,30
"8",0,0.416666666666667,30
"9",0,0.397222222222222,30
"10",0,0.347222222222222,30
