"","all_N","double_error"
"1",1,0.638888888888889
"2",20,0.616666666666667
"3",1,0.491666666666667
"4",3,0.5
"5",2,0.491666666666667
"6",16,0.383333333333333
"7",2,0.416666666666667
"8",2,0.5
"9",1,0.583333333333333
"10",1,0.375
