"","thresholds","double_cross_error","N"
"1",0,0.508333333333333,49
"2",0,0.408333333333333,49
"3",0,0.458333333333333,49
"4",0,0.616666666666667,49
"5",0,0.525,49
"6",0,0.608333333333333,49
"7",0,0.508333333333333,49
"8",0,0.466666666666667,49
"9",0,0.458333333333333,49
"10",0,0.483333333333333,49
