"","thresholds","double_cross_error","N"
"1",0,0.44375,52
"2",0,0.46875,52
"3",0,0.4625,52
"4",0,0.458333333333333,52
"5",0,0.35625,52
"6",0,0.44375,52
"7",0,0.4625,52
"8",0,0.475,52
"9",0,0.4375,52
"10",0.182578086293872,0.4625,52
