"","thresholds","double_cross_error","N"
"1",0,0.591666666666667,297
"2",0,0.541666666666667,297
"3",0,0.597222222222222,297
"4",0,0.491666666666667,297
"5",0,0.516666666666667,297
"6",0,0.558333333333333,297
"7",0,0.65,297
"8",0,0.533333333333333,297
"9",0,0.616666666666667,297
"10",0,0.5,297
