"","all_N","double_error"
"1",23,0.333333333333333
"2",23,0.275
"3",22,0.233333333333333
"4",23,0.258333333333333
"5",22,0.275
"6",18,0.263888888888889
"7",25,0.391666666666667
"8",20,0.425
"9",26,0.263888888888889
"10",23,0.358333333333333
