"","thresholds","double_cross_error","N"
"1",0,0.758333333333333,297
"2",0.578912377562621,0.602380952380952,164
"3",0,0.588888888888889,297
"4",0,0.658333333333333,297
"5",0.224098940455473,0.625,267
"6",0.581225588469399,0.558333333333333,162
"7",0.0403629976349608,0.533333333333333,297
"8",0.129756507121323,0.708333333333333,291
"9",0.086041834442529,0.594444444444444,295
"10",0.144476055393286,0.636111111111111,289
