"","all_N","double_error"
"1",1,0.55
"2",1,0.416666666666667
"3",1,0.513888888888889
"4",2,0.445238095238095
"5",2,0.4
"6",3,0.577777777777778
"7",4,0.408333333333333
"8",1,0.536111111111111
"9",2,0.472222222222222
"10",2,0.588095238095238
