"","all_N","double_error"
"1",14,0.375
"2",26,0.308333333333333
"3",21,0.247619047619048
"4",13,0.316666666666667
"5",17,0.158333333333333
"6",16,0.422222222222222
"7",28,0.202777777777778
"8",29,0.272222222222222
"9",30,0.383333333333333
"10",13,0.291666666666667
