"","thresholds","double_cross_error","N"
"1",0,0.597222222222222,297
"2",0.0899246743492655,0.527777777777778,295
"3",0.0485508783421593,0.508333333333333,296
"4",0.422491198263251,0.591666666666667,184
"5",0,0.483333333333333,297
"6",0,0.558333333333333,297
"7",0.592237018269355,0.616666666666667,127
"8",0,0.625,297
"9",0,0.533333333333333,297
"10",0,0.65,297
